Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
70927,2007,04/01/2008,Bridgeport,4775 MAIN ST,389200.0,785000.0,0.495796178,,,,,,
70030,2007,10/16/2007,Branford,16 PINEVIEW,113300.0,223000.0,0.508071749,Condo,Condo,,,,
70007,2007,10/04/2007,Avon,6 WOODS HOLLOW CT,103680.0,165000.0,0.628363636,Condo,Condo,,,,
70858,2007,03/19/2008,Bridgeport,3200-2 PARK AVE #PHA,232860.0,600000.0,0.3881,Condo,Condo,,,,
70064,2007,09/03/2008,Bolton,25 WEST ST,500230.0,975000.0,0.51305641,,,,,,
71212,2007,05/29/2008,Bridgeport,214 CENTRAL AVE,229322.0,950000.0,0.241391579,,,,,,
70083,2007,10/10/2007,Bridgeport,3491 MAIN ST,24394.0,50000.0,0.48788,,,,,,
70236,2007,11/02/2007,Bridgeport,472 WORDIN AVE,295471.0,365000.0,0.809509589,,,,,,
70077,2007,08/22/2008,Bethany,696 AMITY RD #3,25030.0,60000.0,0.417166667,,,,,,
70094,2007,12/03/2007,Branford,226 NORTH MAIN ST,206200.0,550000.0,0.374909091,,,,,,
70920,2007,03/31/2008,Bridgeport,1416 NORTH AVE.,171780.0,125000.0,1.37424,,,01 - Family,,,
70139,2007,08/04/2008,Brooklyn,15 HYDE RD,52830.0,150000.0,0.3522,,,,,,
70053,2007,12/04/2007,Stafford,PATTEN RD,36540.0,55000.0,0.664363636,,,,,,
70077,2007,12/07/2007,East Lyme,QUARRY DOCK RD,143990.0,500000.0,0.28798,,,,,,
70012,2007,01/15/2008,Morris,43 TROTTA LN,135290.0,215000.0,0.629255814,,,,,,
70008,2007,12/26/2007,Cornwall,FREDERICK DR,23210.0,25000.0,0.9284,,,,,,
70157,2007,12/14/2007,Southington,48 LOMBARDO CT,66500.0,125000.0,0.532,,,,,,
70401,2007,04/18/2008,Manchester,183 SPRUCE ST,93700.0,139154.0,0.673354701,,,,,,
70257,2007,01/15/2008,Milford,110 RATON DR,556350.0,1000000.0,0.55635,,,,,,
70471,2007,05/05/2008,Milford,178 NAUGATUCK AVE,151690.0,220000.0,0.6895,,,,,,
70043,2007,10/25/2007,Enfield,479 TAYLOR RD,237510.0,505000.0,0.470316832,,,,,,
70416,2007,05/06/2008,Southington,WEBSTER PARK RD,69230.0,140000.0,0.4945,,,,,,
70134,2007,12/17/2007,Norwich,69 GRANT CT,32000.0,40000.0,0.8,,,,,,
70082,2007,11/01/2007,Fairfield,222 POST RD,1544480.0,15000.0,102.9653333,,,19 - Easement,,,
70014,2007,10/03/2007,Stratford,199 BAYFIELD LANE,227220.0,300000.0,0.7574,Condo,Condo,,,,
70286,2007,03/28/2008,Groton,GOLD STAR HWY,103740.0,150000.0,0.6916,,,24 - Plottage,,,
70496,2007,05/01/2008,Meriden,341 COLONY ST,147810.0,280000.0,0.527892857,,,,,,
70065,2007,11/06/2007,Norwich,345 ASYLUM ST,28000.0,60000.0,0.466666667,,,,,,
70385,2007,04/14/2008,Hamden,14 EAST GATE LN,112910.0,168000.0,0.672083333,Condo,Condo,,,,
70012,2007,10/12/2007,Stafford,127 WEST MAIN ST,210220.0,600000.0,0.350366667,,,,,,
70073,2007,01/14/2008,Monroe,877 MAIN ST,173980.0,439000.0,0.396309795,,,,,,
70289,2007,01/18/2008,Meriden,407 OLDE COLONY,90120.0,120000.0,0.751,Condo,Condo,,,,
70750,2007,08/18/2008,Meriden,6 BALSAM VIEW,107420.0,130000.0,0.826307692,Condo,Condo,,,,
70276,2007,01/10/2008,Milford,55 CLARK ST #V,128340.0,167000.0,0.768502994,Condo,Condo,,,,
70066,2007,02/21/2008,Haddam,168 TURKEY HILL RD,104290.0,175000.0,0.595942857,,,,,,
70103,2007,04/25/2008,Suffield,SECOND ST,0.0,27500.0,0.0,,,06 - Portion of Property,,,
70051,2007,02/06/2008,Putnam,72 PERRY ST #153,78400.0,156000.0,0.502564103,Condo,Condo,,,,
70024,2007,11/19/2007,Thompson,RIVERSIDE DR,10500.0,19800.0,0.53030303,,,,,,
70225,2007,06/02/2008,Cheshire,61 CURRIER WAY,118380.0,214500.0,0.551888112,Condo,Condo,,,,
70124,2007,04/20/2008,Monroe,208F WINDGATE CIR,130690.0,239900.0,0.544768654,Condo,Condo,,,,
70369,2007,05/14/2008,Norwich,1 POTTER AVE,27600.0,5000.0,5.52,,,28 - Use Assessment,,,
70341,2007,05/13/2008,Newington,23 ROSEMARY LN,123410.0,185000.0,0.667081081,Condo,Condo,,,,
70002,2007,10/04/2007,Salem,9 SYLEO LN,70290.0,150000.0,0.4686,,,,,,
70243,2007,02/15/2008,Norwich,323 OLD POND LN,60000.0,135000.0,0.444444444,Condo,Condo,,,,
70109,2007,01/22/2008,Plainville,319 EAST ST,94330.0,100000.0,0.9433,,,,,,
70899,2007,07/29/2008,New Haven,145 ADELINE ST,148750.0,20000.0,7.4375,,,01 - Family,,,
70201,2007,05/28/2008,North Haven,99 BROADWAY,11789750.0,23750000.0,0.496410526,,,,,,
70057,2007,10/26/2007,Groton,0 BRADLEY LN,72450.0,225000.0,0.322,,,,,,
70318,2007,01/18/2008,New Haven,530 EAST ST,144550.0,267000.0,0.541385768,,,,,,
70012,2007,10/05/2007,East Haven,25 GETTY RD,27510.0,75000.0,0.3668,,,,,,
70308,2007,08/06/2008,Cheshire,240 BLACKS RD,1497330.0,2600000.0,0.575896154,,,,,,
70518,2007,05/05/2008,Hartford,152-154 ENFIELD ST,6470.0,13500.0,0.479259259,,,,,,
70406,2007,06/27/2008,Groton,38 SPYGLASS CIR,155820.0,240000.0,0.64925,Condo,Condo,,,,
70145,2007,12/03/2007,Hartford,2285-2289 MAIN ST,55897.0,105000.0,0.532352381,,,,,,
70161,2007,11/06/2007,Norwalk,225 SUNRISE HILL RD,160020.0,315000.0,0.508,Condo,Condo,,,,
70009,2007,11/30/2007,Middlefield,WEST ST,75600.0,112500.0,0.672,,,,,,
70210,2007,01/30/2008,Torrington,387 LITCHFIELD ST,146600.0,375000.0,0.390933333,,,,,,
70767,2007,08/26/2008,Greenwich,4 GREY ROCK DR,859320.0,1100000.0,0.7812,,,,,,
70418,2007,03/28/2008,Meriden,775 W. MAIN ST,877350.0,1600000.0,0.54834375,,,,,,
70462,2007,09/29/2008,New Milford,514 DANBURY RD,417830.0,1150000.0,0.363330435,,,,,,
70093,2007,05/29/2008,Woodbury,6 BOXWOOD CT,94070.0,185000.0,0.508486486,Condo,Condo,,,,
70495,2007,07/16/2008,West Haven,894 ORANGE AVE,253470.0,300000.0,0.8449,,,,,,
70098,2007,02/15/2008,Windham,26 JORDAN RD,32490.0,40000.0,0.81225,,,,,,
70009,2007,05/07/2008,Union,CEMETERY RD,149450.0,425000.0,0.351647059,,,,,,
70072,2007,01/10/2008,Windham,33 & 33B HIGH ST,130560.0,5000.0,26.112,,,08 - Part Interest,,,
70168,2007,12/27/2007,Wallingford,32 EVERGREEN,57960.0,103000.0,0.562718447,Condo,Condo,,,,
70199,2007,08/04/2008,Wolcott,PIMLICO RD,98000.0,174900.0,0.560320183,,,,110-19BB,,
70051,2007,04/16/2008,Weston,5 ASPETUCK GLENN,314160.0,630000.0,0.498666667,,,,,,
70261,2007,03/03/2008,West Haven,783 SAVIN AVE,1152200.0,1750000.0,0.6584,,,,,,
70258,2007,09/09/2008,Watertown,245 CHERRY AVE,63400.0,120000.0,0.528333333,Condo,Condo,,,,
79022,2007,11/02/2007,Watertown,BAYVIEW CIR,110000.0,200000.0,0.55,,,,,,
70056,2007,02/29/2008,Lebanon,KICK HILL RD,64600.0,100000.0,0.646,,,,,,
71113,2007,05/05/2008,Bridgeport,557 OGDEN ST,123410.0,375000.0,0.329093333,Four Family,Four Family,,,,
70051,2007,10/11/2007,Norwalk,134 WASHINGTON ST #201,107590.0,245000.0,0.439142857,Condo,Condo,,,,
71573,2007,08/15/2008,Bridgeport,66 EAST AVENUE,84780.0,129500.0,0.654671815,Single Family,Single Family,14 - Foreclosure,,,
70316,2007,09/19/2008,New London,113 BLACKHALL ST,99400.0,169900.0,0.585050029,Single Family,Single Family,,,,
70077,2007,01/25/2008,Darien,21 RELIHAN ROAD,572110.0,2095000.0,0.273083532,Single Family,Single Family,07 - Change in Property,,,
70075,2007,12/26/2007,New Canaan,4 CECIL PLACE,653600.0,1200000.0,0.544666667,Single Family,Single Family,,,,
70006,2007,01/28/2008,Franklin,240 PLEASURE HILL RD,79670.0,129860.0,0.613506854,Single Family,Single Family,,,,
70044,2007,11/20/2007,North Haven,42 SUSAN LN,180670.0,300000.0,0.602233333,Single Family,Single Family,,,,
70157,2007,04/30/2008,New London,17 GARDNER AVE.,127470.0,167550.0,0.760787825,Single Family,Single Family,16 - Charitable Group,,,
70629,2007,01/28/2008,Bridgeport,233 BIRMINGHAM ST,100180.0,210000.0,0.477047619,Single Family,Single Family,14 - Foreclosure,,,
70067,2007,12/31/2007,Oxford,OXFORD RD,262080.0,75000.0,3.4944,,,03 - Inter Corporation,,,
70630,2007,07/09/2008,Milford,180 YALE AVE,199690.0,238500.0,0.837274633,Single Family,Single Family,,,,
70081,2007,06/03/2008,Litchfield,12 OLD FORGE HOLLOW,220310.0,317500.0,0.693889764,Single Family,Single Family,28 - Use Assessment,,,
70626,2007,07/18/2008,Manchester,261 HENRY ST,127000.0,187000.0,0.679144385,Single Family,Single Family,,,,
70386,2007,02/29/2008,Norwalk,10 WINFIELD CT,205100.0,280000.0,0.7325,Single Family,Single Family,14 - Foreclosure,,,
70039,2007,10/18/2007,Hartford,26-30 ENFIELD ST #47,10054.0,60000.0,0.167566667,Condo,Condo,,,,POINT (-72.68536 41.78221)
70108,2007,07/08/2008,Portland,50 CHATHAM HOLLOW RD,272230.0,427900.0,0.636200047,Single Family,Single Family,,,,POINT (-72.57401 41.59024)
70238,2007,06/30/2008,North Haven,123 QUINNIPIAC AVE,135100.0,192500.0,0.701818182,Single Family,Single Family,,,,POINT (-72.86426 41.34421)
70121,2007,09/29/2008,Litchfield,15 EAST LITCHFIELD RD,198930.0,530000.0,0.375339623,Single Family,Single Family,,,,
70070,2007,12/06/2007,Bloomfield,4 SEMINOLE WAY,197190.0,483914.0,0.407489761,Single Family,Single Family,07 - Change in Property,C.O. 11/29/2007 PER ASSESSORS OFFICE,,
70081,2007,01/22/2008,Oxford,6 COUNTRY FARMS RD,312810.0,440000.0,0.710931818,Single Family,Single Family,,,,
71373,2007,07/01/2008,Bridgeport,255 HIGH RIDGE DRIVE,65380.0,70000.0,0.934,Single Family,Single Family,14 - Foreclosure,,,
70287,2007,09/08/2008,East Hampton,37 JACOBSON FARM RD,228460.0,284221.0,0.803811119,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.46614 41.55901)
70002,2007,10/01/2007,New Fairfield,9 EASTVIEW RD,297400.0,208816.0,1.424220366,Single Family,Single Family,08 - Part Interest,,,
70221,2007,12/20/2007,Milford,1128 WINDWARD RD,226150.0,301000.0,0.751328904,Condo,Condo,,,,
71291,2007,06/16/2008,Bridgeport,304 DOVER ST,43390.0,148000.0,0.293175676,Single Family,Single Family,,,,POINT (-73.16728 41.19747)
70210,2007,09/17/2008,Old Saybrook,468 MAIN ST,743700.0,1250000.0,0.59496,Single Family,Single Family,,,,
70160,2007,04/25/2008,Montville,78 RICHARD BROWN DR,168490.0,236000.0,0.713940678,Single Family,Single Family,,,,
70960,2007,08/01/2008,Norwalk,94 GILLIES LN,194670.0,327500.0,0.594412214,Condo,Condo,,,,
70403,2007,06/17/2008,Newington,413 CYPRESS RD,111860.0,174000.0,0.642873563,Condo,Condo,,,,
70338,2007,04/30/2008,Shelton,243 HUNTINGTON ST,288890.0,472875.0,0.610922548,Single Family,Single Family,,,,POINT (-73.13971 41.28613)
70212,2007,06/27/2008,New Canaan,61 WOODS END RD,1587700.0,3000000.0,0.529233333,Single Family,Single Family,,,,
70136,2007,11/19/2007,Milford,90 SHELTER COVE RD,546260.0,780000.0,0.700333333,Single Family,Single Family,,,,POINT (-73.04553 41.21832)
70236,2007,07/01/2008,New London,59 WOODLAWN RD,146160.0,200000.0,0.7308,Single Family,Single Family,,ESTATE,,
70313,2007,03/10/2008,Hamden,1204 WHITNEY AVE #301,82250.0,125000.0,0.658,Condo,Condo,,,,
70207,2007,01/03/2008,Shelton,100 TEN COAT LA #2-A,151480.0,235000.0,0.644595745,Condo,Condo,,,,
70192,2007,06/26/2008,Brookfield,207 WHISCONIER RD,435980.0,505000.0,0.863326733,Single Family,Single Family,,,,
70640,2007,07/15/2008,Stratford,50 KNOLLWOOD DR,197540.0,297000.0,0.665117845,Single Family,Single Family,,,,
70416,2007,03/24/2008,Hartford,21 BODWELL ST,32256.0,165000.0,0.195490909,Single Family,Single Family,,,,
70245,2007,02/29/2008,Groton,72 BUDDINGTON RD #3,92470.0,155000.0,0.596580645,Condo,Condo,,,,
70348,2007,03/28/2008,Manchester,141 SHALLOWBROOK LN,203400.0,280000.0,0.726428571,Single Family,Single Family,,,,
71197,2007,05/27/2008,Bridgeport,680 BROOKS ST,57960.0,76500.0,0.757647059,Single Family,Single Family,14 - Foreclosure,,,POINT (-73.1792 41.19536)
70991,2007,04/11/2008,Bridgeport,#780-2 SEAVIEW VILLAGE,0.0,242200.0,0.0,Condo,Condo,25 - Other,NO INFO GIVEN,,
70203,2007,07/14/2008,Rocky Hill,1761 & 1775 SILAS DEANE HWY,460170.0,900000.0,0.5113,,,,,,
70294,2007,07/02/2008,East Haven,2 OLD TOWN HWY,297500.0,397500.0,0.748427673,Single Family,Single Family,,,,
70052,2007,07/03/2008,Canterbury,206 WAUREGAN RD,228100.0,308500.0,0.739384117,Single Family,Single Family,,,,POINT (-71.93314 41.73897)
70008,2007,10/10/2007,Ellington,1 WOODLAND TRAIL,370860.0,585000.0,0.633948718,Single Family,Single Family,,,,
70285,2007,02/14/2008,Greenwich,38 FRENCH RD,3125080.0,3500000.0,0.89288,Single Family,Single Family,,,,
70371,2007,06/03/2008,Groton,MITCHELL ST,44660.0,20000.0,2.233,,,25 - Other,SOLD TO ADJACENT OWNER,,
70766,2007,09/26/2008,Manchester,17 JORDT ST,130000.0,200000.0,0.65,Single Family,Single Family,01 - Family,,,
70131,2007,07/31/2008,North Branford,9 SUNSET RD,141680.0,220000.0,0.644,Single Family,Single Family,,,,
70088,2007,07/18/2008,Lebanon,11 FIRST ST,91720.0,220000.0,0.416909091,Single Family,Single Family,,,,
70593,2007,07/01/2008,Hamden,19 VERNON ST,158760.0,245000.0,0.648,Single Family,Single Family,,,,POINT (-72.90241 41.39289)
70058,2007,10/31/2007,Newington,45 WALREGE RD,150670.0,256500.0,0.587407407,Single Family,Single Family,,,,
70387,2007,09/25/2008,East Haven,75 SALTONSTALL PKWY #C6,95900.0,134000.0,0.715671642,Condo,Condo,,,,
70315,2007,04/04/2008,Shelton,2 APRIL LN,383810.0,600000.0,0.639683333,Single Family,Single Family,,,,
70027,2007,10/09/2007,Manchester,225 MAIN ST,227600.0,200000.0,1.138,,,14 - Foreclosure,,,
70558,2007,06/11/2008,Milford,381 WEST RIVER ST,254310.0,339000.0,0.750176991,Single Family,Single Family,,,,
70022,2007,10/31/2007,Suffield,41 RIVERVIEW TERR,149870.0,330000.0,0.454151515,Single Family,Single Family,,,,
70316,2007,03/03/2008,Greenwich,63 INDIAN HARBOR DR #1,349020.0,550000.0,0.634581818,Condo,Condo,,,,POINT (-73.61995 41.02)
70118,2007,11/28/2007,Southington,7 VERNONDALE CT,182840.0,371000.0,0.492830189,Single Family,Single Family,,,,
70451,2007,06/05/2008,Newington,341 CHURCHILL DR,123480.0,170500.0,0.724222874,Condo,Condo,,,,
70356,2007,05/20/2008,Newington,103 APPLE HILL,223580.0,313000.0,0.714313099,Condo,Condo,,,,
70080,2007,12/31/2007,Montville,20 ALLISONS WAY,260610.0,353500.0,0.737227723,Single Family,Single Family,,,,
70602,2007,07/18/2008,East Hartford,6 COTTAGE ST,81920.0,114000.0,0.718596491,Single Family,Single Family,,,,
70167,2007,05/27/2008,Rocky Hill,35 COPPER BEECH DR,97280.0,198000.0,0.491313131,Condo,Condo,,,,
70800,2007,03/06/2008,Bridgeport,910 WOOD AVE.,85260.0,250000.0,0.34104,,,25 - Other,DISTRESS,,
70108,2007,11/16/2007,Fairfield,81 HOMESTEAD LN,736050.0,960000.0,0.76671875,Single Family,Single Family,,,,
70684,2007,06/04/2008,New Haven,345 WILLOW ST,357350.0,620000.0,0.576370968,Three Family,Three Family,,,,
70057,2007,02/20/2008,Putnam,35 MARKET ST,66100.0,66000.0,1.001515152,Single Family,Single Family,14 - Foreclosure,,,
70504,2007,06/11/2008,East Hartford,6 BELL CT #A2,28630.0,40000.0,0.71575,Condo,Condo,,,,
70045,2007,05/21/2008,Columbia,23 DILAJ DR,245600.0,360000.0,0.682222222,Single Family,Single Family,,,,POINT (-72.31529 41.72101)
70053,2007,07/14/2008,Marlborough,96 CHENEY RD,212800.0,319000.0,0.667084639,Single Family,Single Family,,,,
70286,2007,05/05/2008,Branford,17 WOODVALE ROAD,194000.0,290000.0,0.668965517,Single Family,Single Family,,,,
70011,2007,01/25/2008,Chester,16 HICKORY HILL DR,232500.0,393000.0,0.591603053,Single Family,Single Family,,,,
70117,2007,12/21/2007,Branford,272 JEFFERSON WOODS,110200.0,180000.0,0.612222222,Condo,Condo,,,,POINT (-72.68647 41.75535)
70038,2007,10/01/2007,Monroe,61 STILLMEADOW CIR,198030.0,305000.0,0.649278689,Condo,Condo,,,,
70140,2007,04/28/2008,Darien,16 LAFORGE RD,623420.0,1510000.0,0.412860927,Single Family,Single Family,,,,
70288,2007,07/03/2008,East Lyme,15 FREEDOM WAY #1,4550.0,323530.0,0.014063611,Condo,Condo,07 - Change in Property,,,
70216,2007,07/17/2008,Brookfield,17 BONNY RD,407740.0,585000.0,0.696991453,Single Family,Single Family,,,,
70193,2007,08/22/2008,Coventry,435 FLANDERS RIVER RD,127590.0,189900.0,0.671879937,Single Family,Single Family,,,,
70553,2007,04/23/2008,Norwalk,17 MELROSE AVE,246820.0,420000.0,0.587666667,Single Family,Single Family,,,,
70634,2007,01/28/2008,Bridgeport,257 HUNTINGTON TPKE,226300.0,475000.0,0.476421053,Single Family,Single Family,16 - Charitable Group,,,
70477,2007,06/02/2008,Southington,154 MICHAEL DR,176050.0,289100.0,0.608958838,Single Family,Single Family,,,,
70415,2007,07/01/2008,Enfield,46 ROOSEVELT BLVD,120680.0,182500.0,0.661260274,Single Family,Single Family,,,,
70484,2007,06/04/2008,Southington,68 DARLING ST,158620.0,75000.0,2.114933333,Two Family,Two Family,08 - Part Interest,,,
70737,2007,09/17/2008,Stratford,175 GLENWOOD AVE,202720.0,360000.0,0.563111111,Single Family,Single Family,,,,POINT (-73.12521 41.21058)
70109,2007,01/08/2008,East Lyme,5 MARJORIES WAY,7000.0,415000.0,0.01686747,Condo,Condo,07 - Change in Property,,,POINT (-72.20831 41.35146)
70075,2007,03/10/2008,Mansfield,20 BARLOW DR,8890.0,59900.0,0.148414023,Single Family,Single Family,07 - Change in Property,NEW MOBILE HOME,,POINT (-72.31161 41.82563)
70193,2007,09/03/2008,Stafford,49 CONKLIN RD,188300.0,360000.0,0.523055556,Single Family,Single Family,07 - Change in Property,,,
70103,2007,03/03/2008,Monroe,201D WINDGATE CIRCLE,149380.0,246250.0,0.606619289,Condo,Condo,,,,
70585,2007,09/26/2008,Newington,101 MICHAEL LN,148940.0,255000.0,0.584078431,Single Family,Single Family,,,,POINT (-72.73433 41.70845)
70214,2007,07/31/2008,Ledyard,3 REUVEN DR,205170.0,265000.0,0.774226415,Single Family,Single Family,,,,POINT (-72.0069 41.4494)
70228,2007,08/28/2008,Seymour,3 STANLEY DR,189560.0,316731.0,0.598488939,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
70439,2007,12/17/2007,Bridgeport,109-111 JOHNSON ST,115300.0,305000.0,0.378032787,Single Family,Single Family,25 - Other,PRIVATE SALE,,
70644,2007,07/29/2008,Manchester,41 HYDE ST,109000.0,181000.0,0.602209945,Single Family,Single Family,,,,
70578,2007,09/18/2008,Newington,645 CHURCHILL DR,119420.0,169900.0,0.702884049,Condo,Condo,,,,
70008,2007,11/09/2007,Middlebury,57 DWYER RD,210300.0,260000.0,0.808846154,Single Family,Single Family,,,,POINT (-73.12543 41.52184)
70187,2007,01/10/2008,Torrington,108 MCKINLEY ST,87400.0,179000.0,0.488268156,Single Family,Single Family,,,,
70538,2007,08/25/2008,Newington,115 BARKLEDGE DR,212240.0,316665.0,0.670235107,Condo,Condo,07 - Change in Property,,,
70654,2007,07/31/2008,Manchester,186C OAK GROVE ST,151400.0,205000.0,0.738536585,Condo,Condo,,ESTATE,,
70084,2007,11/27/2007,Enfield,11 RIDGE RD,147420.0,229000.0,0.643755459,Single Family,Single Family,,,,
70297,2007,09/17/2008,Plainville,75 TWINING ST,94710.0,84000.0,1.1275,Single Family,Single Family,25 - Other,ASSESS > SALE - GRANTOR IN CONVALESCENT HOME,,
70097,2007,11/09/2007,Greenwich,453 EAST PUTNAM AVE #1D,423500.0,619000.0,0.684168013,Condo,Condo,,,,
70016,2007,10/03/2007,Manchester,31 MULBERRY LN #4,99200.0,331000.0,0.299697885,Condo,Condo,07 - Change in Property,,,
70228,2007,07/09/2008,Brookfield,4 CANDLEWOOD ACRES RD,303900.0,370000.0,0.821351351,Single Family,Single Family,,,,
70199,2007,07/28/2008,Seymour,200 SOUTH MAIN ST,158270.0,350000.0,0.4522,,,,,,
70878,2007,07/24/2008,New Haven,1308 STATE ST,123130.0,80000.0,1.539125,,,25 - Other,BELOW MARKET,,
70016,2007,10/16/2007,New Fairfield,153 ROUTE 39,264900.0,325000.0,0.815076923,Single Family,Single Family,,,,
70018,2007,10/05/2007,Stratford,130 MAPLE OAK DR. #13,393050.0,605395.0,0.649245534,Condo,Condo,,,,
70093,2007,06/03/2008,Derby,128 HAWTHORNE AVE,156030.0,80000.0,1.950375,Two Family,Two Family,01 - Family,,,
70691,2007,08/06/2008,Hamden,171 CARMALT RD,215530.0,289000.0,0.745778547,Single Family,Single Family,,,,
70175,2007,12/03/2007,New Haven,6 STRONG ST,134260.0,151500.0,0.88620462,Two Family,Two Family,10 - A Will,,,
71729,2007,09/16/2008,Bridgeport,113 CLARENCE STREET,88100.0,169500.0,0.519764012,Two Family,Two Family,14 - Foreclosure,,,POINT (-73.18245 41.18462)
70115,2007,03/03/2008,Darien,13 OUTLOOK DRIVE,890820.0,1700000.0,0.524011765,Single Family,Single Family,,,,
70356,2007,03/31/2008,Manchester,51 MORSE RD,122200.0,182000.0,0.671428571,Single Family,Single Family,,,,
70193,2007,12/18/2007,Stratford,138 HURD AVE,164080.0,225000.0,0.729244444,Single Family,Single Family,,,,
71695,2007,09/11/2008,Bridgeport,1071-1073 NORTH AVENUE,115360.0,130000.0,0.887384615,Three Family,Three Family,14 - Foreclosure,,,
70807,2007,08/28/2008,Hartford,56 SANFORD ST,76524.0,135000.0,0.566844444,,,,,,
70004,2007,11/02/2007,Bridgewater,42 STACKHOUSE LN,416400.0,404250.0,1.030055659,Single Family,Single Family,14 - Foreclosure,,,
70484,2007,05/27/2008,Manchester,90 TUFTS DR,88400.0,382301.0,0.231231412,Single Family,Single Family,07 - Change in Property,,,
70028,2007,03/06/2008,Bolton,221 HEBRON RD,204860.0,345000.0,0.593797101,Single Family,Single Family,,,,POINT (-72.42087 41.73955)
70009,2007,11/09/2007,Middlebury,13 KIMBERWICK CT,284100.0,420000.0,0.676428571,Condo,Condo,,,,
70047,2007,12/05/2007,Ellington,4 SPRING WOOD LN,107620.0,420000.0,0.256238095,Condo,Condo,07 - Change in Property,,,
70715,2007,08/13/2008,Milford,324 FOXWOOD LN,171590.0,188000.0,0.912712766,Condo,Condo,,,,
70063,2007,03/06/2008,Brooklyn,69 POMFRET LANDING,203880.0,330000.0,0.617818182,Single Family,Single Family,14 - Foreclosure,,,
70811,2007,09/22/2008,Fairfield,1852 HILLSIDE RD,1534960.0,1837500.0,0.835352381,Single Family,Single Family,,,,
70120,2007,06/03/2008,Mansfield,17 MAXFELIX DR,352310.0,528000.0,0.667253788,Single Family,Single Family,,,,
70036,2007,11/27/2007,Suffield,19 PRIMROSE LN,124950.0,235000.0,0.531702128,Condo,Condo,,,,
71146,2007,05/13/2008,Bridgeport,698-700 HALLETT ST,13500.0,5000.0,2.7,,,15 - Government Agency,,,
70428,2007,07/14/2008,Groton,69 THAMES HEIGHT LA,119140.0,175000.0,0.6808,Condo,Condo,,,,
70553,2007,06/23/2008,Manchester,214 BUSH HILL RD,175100.0,265000.0,0.660754717,Single Family,Single Family,,,,
70185,2007,06/18/2008,Brookfield,34 GREAT HERON LN,142550.0,495131.0,0.287903605,Condo,Condo,07 - Change in Property,,,
70139,2007,07/01/2008,Canton,37 THOMPSON HILL RD,270660.0,425000.0,0.636847059,Single Family,Single Family,,,,
70459,2007,12/20/2007,Bridgeport,90-2 SCOFIELD AVE,193200.0,320000.0,0.60375,Two Family,Two Family,,,,POINT (-73.22489 41.16101)
70453,2007,03/25/2008,New Haven,102 JUDSON AVE,198590.0,165000.0,1.203575758,Three Family,Three Family,25 - Other,ASSESS > SALE,,
70467,2007,05/30/2008,Fairfield,350 OAKWOOD DR,270060.0,282000.0,0.957659574,Single Family,Single Family,,,,
70803,2007,03/06/2008,Bridgeport,89 MILNE ST.,55040.0,60000.0,0.917333333,Single Family,Single Family,,,,
70425,2007,08/04/2008,Branford,5C STONEGATE,66200.0,125000.0,0.5296,Condo,Condo,,,,
70270,2007,09/03/2008,Brookfield,10 COBBLESTONE CT,478030.0,725000.0,0.659351724,Single Family,Single Family,,,,POINT (-73.4134 41.45201)
71589,2007,08/19/2008,Bridgeport,360 POLK STREET,101170.0,165000.0,0.613151515,Single Family,Single Family,,,,
70868,2007,07/22/2008,New Haven,95 AUDUBON ST #15,270550.0,439000.0,0.616287016,Condo,Condo,,,,
70512,2007,01/02/2008,Bridgeport,137-139 SUNSHINE CIR,157110.0,22072.0,7.118068141,Two Family,Two Family,14 - Foreclosure,,,
70391,2007,04/22/2008,East Hartford,46 RISLEY ST,103940.0,135000.0,0.769925926,Single Family,Single Family,10 - A Will,,,POINT (-72.63673 41.75427)
70058,2007,12/07/2007,New Canaan,87 LONE TREE FARM RD,1067900.0,1900000.0,0.562052632,Single Family,Single Family,,,,
70127,2007,04/25/2008,Colchester,247 MCDONALD RD,234200.0,285000.0,0.821754386,Single Family,Single Family,,,,
70069,2007,12/18/2007,New Canaan,36 BOWERY RD,770000.0,1285000.0,0.59922179,Single Family,Single Family,,,,
70540,2007,01/07/2008,Bridgeport,224 OGDEN ST,81720.0,113000.0,0.723185841,Single Family,Single Family,,,,
70058,2007,11/30/2007,Cheshire,37 EDGECOMB RD,84980.0,154000.0,0.551818182,Single Family,Single Family,,,,
70077,2007,02/21/2008,Griswold,25 ROGER RD,153930.0,229900.0,0.669551979,Single Family,Single Family,,,,
70522,2007,03/03/2008,Norwalk,4 JERSEY LN,256760.0,499000.0,0.514549098,Single Family,Single Family,,,,
70019,2007,11/05/2007,Woodbury,266 WASHINGTON RD,200760.0,406000.0,0.494482759,,,,,,
70826,2007,07/07/2008,New Haven,81 BEERS ST,222740.0,165000.0,1.349939394,Two Family,Two Family,14 - Foreclosure,,,
70302,2007,04/08/2008,Groton,83 GREAT BROOK RD,84070.0,334900.0,0.251030158,Single Family,Single Family,07 - Change in Property,,,
70549,2007,06/18/2008,Hamden,34 WOODLAWN ST,210910.0,265000.0,0.795886792,Single Family,Single Family,,,,POINT (-72.91038 41.36257)
